V1,V3,V4,V5,rid,consent,age,gender,hhi,ethnicity,hispanic,education,region,zip,inputstate,votereg,pid3,dem_strength,rep_strength,ind_lean,pid7,educ4,ideo5,marstat,presvote16_post,intent,presvote2020,presvote2020_voted,presvote_2020lean,religpew,pew_bornagain,employ,newsint,urbancity,class,acknowledgment,nationalweight,margin,trumplose,whytrump,tres11,tres22,tres33,duration
R_TwqQJFRFN9sbCs9,10/25/20 14:11,10/25/20 14:17,1,5f95dbce-500b-9fde-d7b2-169f575fc73a,1,29,1,11,1,1,6,3,32304,32,1,2,NA,1,NA,7,4,5,6,2,1,3,NA,NA,1,2,1,1,1,3,3,0.671639468,7,NA,NA,NA,NA,NA,6.08
R_2EnrRr4OHIwhJ0u,10/25/20 14:10,10/25/20 14:17,1,5f95db7a-3d85-c74d-b38e-e28c45693e14,1,21,2,9,2,1,5,1,11224,33,1,1,1,NA,NA,1,3,1,6,NA,1,1,NA,NA,2,2,1,1,1,4,1,0.386561967,7,NA,NA,NA,NA,NA,6.93
R_2abQxQyY3knI4kV,10/25/20 14:09,10/25/20 14:17,1,5f95db54-d323-6e5b-b08d-d28c3c2dc8dd,1,33,2,1,1,1,5,1,2909,41,1,3,NA,NA,3,4,3,3,1,7,4,NA,NA,NA,12,2,6,3,1,5,3,0.406421522,14,NA,NA,NA,NA,NA,8.27
R_qxgndPNcExLl4lz,10/25/20 14:09,10/25/20 14:18,1,5f95db36-838a-ee3a-97fa-55295d5e6961,1,53,2,7,2,1,4,2,55104,24,1,1,1,NA,NA,1,2,4,3,1,1,1,NA,NA,11,1,1,1,1,3,1,1.673072711,10,NA,NA,NA,NA,NA,9.08
R_shSfbgWYMXUEMEx,10/25/20 14:12,10/25/20 14:18,1,5f95dbcb-e50b-857a-2ad7-e0bca8479d24,1,66,2,19,1,1,6,4,99501,2,1,3,NA,NA,1,3,4,3,4,1,3,NA,1,NA,5,2,1,1,2,2,2,0.668079362,7,NA,NA,NA,NA,NA,6.4
R_1H2GII2gYV6lDTJ,10/25/20 14:10,10/25/20 14:18,1,5f95db8f-9d25-8d9b-5c52-972480dd372e,1,44,2,15,1,1,3,3,40217,18,1,1,1,NA,NA,1,2,1,1,1,3,NA,1,NA,10,2,1,1,1,3,1,1.071729831,15,NA,NA,NA,NA,NA,7.73
R_22wREX9mJOjgtwW,10/25/20 14:10,10/25/20 14:18,1,5f95db8d-2cbe-a9af-ea85-0a678d225415,1,24,2,1,2,1,2,3,33317,10,1,1,1,NA,NA,1,1,1,5,1,1,1,NA,NA,5,2,1,1,2,4,1,1.848878998,3,NA,NA,NA,NA,NA,8.05
R_1Gy5AYObxuLTgxs,10/25/20 14:09,10/25/20 14:19,1,5f95db37-4a0d-d1e2-5e11-5f80882f44ea,1,60,2,2,1,1,3,2,43551,36,1,1,1,NA,NA,1,2,3,3,1,3,NA,1,NA,2,2,9,1,2,4,1,1.156994608,12,NA,NA,NA,NA,NA,9.68
R_31ENvYJIiZwxkVM,10/25/20 14:10,10/25/20 14:19,1,5f95db88-c62c-ad7e-0e97-92d03e3541f8,1,30,1,3,1,1,5,1,6239,7,1,2,NA,2,NA,6,3,2,6,2,1,2,NA,NA,7,2,1,2,2,3,4,0.479080976,9,2,NA,NA,NA,NA,8.63
R_ThgAXPPU8QUghI5,10/25/20 14:10,10/25/20 14:19,1,5f95dbba-793d-0695-284e-82fd225898d8,1,22,1,1,1,1,1,2,46222,15,2,3,NA,NA,3,4,1,5,5,4,3,NA,1,NA,3,1,3,2,2,1,3,1.179565196,11,NA,NA,NA,NA,NA,8.63
R_2Sc9rcN00ijzirO,10/25/20 14:14,10/25/20 14:19,1,5f95dc82-49ef-9ac0-faf5-e9aff1928d29,1,69,2,19,1,1,6,4,90804,5,1,1,1,NA,NA,1,4,1,3,1,1,1,NA,NA,5,2,5,1,2,3,1,0.668079362,1,NA,NA,NA,NA,NA,5.88
R_RhrDaeVADpxsVIl,10/25/20 14:14,10/25/20 14:19,1,5f95dc7a-5942-4153-50bd-d1ca143a1c15,1,31,2,1,2,1,2,3,77901,45,1,1,1,NA,NA,1,1,1,5,7,2,1,NA,NA,12,2,1,1,1,1,1,1.555583556,3,NA,NA,NA,NA,NA,5.1
R_1gIN7drFoHUomrq,10/25/20 14:14,10/25/20 14:19,1,5f95dc69-a2f3-59f7-bf01-37625a24db3e,1,65,2,18,1,1,4,3,34684,10,1,3,NA,NA,1,3,2,3,1,7,3,NA,1,NA,12,2,5,1,2,4,3,0.809378612,6,NA,NA,NA,NA,NA,5.68
R_VUsqaHIPeRXlKdH,10/25/20 14:08,10/25/20 14:20,1,5f95db31-b642-08fd-19ad-bdcd800db399,1,55,1,19,1,1,5,2,45150,36,1,2,NA,2,NA,6,3,4,1,2,1,2,NA,NA,10,2,1,1,2,2,5,0.661703448,15,2,NA,NA,NA,NA,11.82
R_2Xh5G786fHjZxzK,10/25/20 14:10,10/25/20 14:20,1,5f95db74-cd57-928d-e9b8-4d65aff6c136,1,44,2,9,1,1,6,1,11233,33,1,1,1,NA,NA,1,4,1,6,1,1,1,NA,NA,2,2,1,1,1,3,2,0.613131003,13,NA,NA,NA,NA,NA,10.55
R_1gGyHDxJiqXbRRa,10/25/20 14:14,10/25/20 14:20,1,5f95dc97-47e4-cb21-4d09-b416036a1cb8,1,33,1,1,2,1,2,1,12234,33,2,2,NA,1,NA,7,1,5,2,2,4,NA,NA,NA,6,2,4,4,1,5,2,1.544865944,3,NA,NA,NA,NA,NA,6.38
R_bejn5lWtPgxX2ox,10/25/20 14:16,10/25/20 14:20,1,5f95dbdf-cb18-5e8e-fc28-227946352b1d,1,42,1,23,1,1,6,2,63103,26,1,2,NA,2,NA,6,4,4,1,3,3,NA,3,NA,1,2,1,1,1,2,5,0.835751431,14,NA,NA,NA,NA,NA,4.72
R_e5oASVx5xv6REGd,10/25/20 14:12,10/25/20 14:20,1,5f95dbed-4fea-88c7-87cf-14e73611e610,1,50,1,8,1,1,3,2,60137,14,1,2,NA,1,NA,7,2,5,1,2,1,2,NA,NA,2,1,1,1,2,3,6,1.120835038,5,2,NA,NA,NA,NA,8.33
R_22mKWpDnYF5x05f,10/25/20 14:10,10/25/20 14:21,1,5f95db81-2977-b0d0-8a16-658eff86ae70,1,46,1,19,1,1,6,4,84096,46,1,2,NA,1,NA,7,4,3,1,2,1,2,NA,NA,3,2,1,2,2,3,6,0.642040373,7,2,NA,NA,NA,NA,11.05
R_5aJ4dVHQdkHvvDb,10/25/20 14:12,10/25/20 14:21,1,5f95dc18-a0c0-8521-4b87-d327e35a997a,1,47,2,8,1,1,5,1,11357,33,1,1,1,NA,NA,1,3,1,1,1,3,NA,1,NA,2,2,1,2,2,3,6,0.533055275,14,NA,NA,NA,NA,NA,8.88
R_3lxbGT4QLzfWAAs,10/25/20 14:12,10/25/20 14:21,1,5f95dbed-758f-c18f-08f4-b2615e419cd9,1,39,2,10,1,1,4,3,33771,10,1,1,1,NA,NA,1,2,1,5,1,3,NA,1,NA,12,2,1,1,2,3,1,0.957203571,7,NA,NA,NA,NA,NA,9.3
R_27J1o07lhnHz1JE,10/25/20 14:13,10/25/20 14:21,1,5f95dc34-f602-b7fa-feb3-89fafc30a781,1,41,1,22,1,1,5,4,85142,3,1,2,NA,2,NA,6,3,3,1,2,3,NA,1,NA,12,2,1,1,2,2,1,0.558189043,13,NA,NA,NA,NA,NA,8.45
R_3GvNe2HzI1FHxcq,10/25/20 14:16,10/25/20 14:21,1,5f95dcd3-7b35-0e94-b256-6177f8a043a4,1,35,2,5,1,1,3,3,29169,42,2,1,2,NA,NA,2,2,5,5,7,4,NA,NA,NA,11,1,7,4,2,4,3,0.817127396,2,NA,NA,NA,NA,NA,5.37
R_2tKj7uYcZlUWpu5,10/25/20 14:11,10/25/20 14:22,1,5f95dbac-718e-459c-04a6-8b105042d209,1,53,1,10,1,1,3,3,35771,1,1,4,NA,NA,3,4,2,3,1,3,5,3,NA,NA,11,2,7,1,3,4,3,1.591970031,3,NA,NA,NA,NA,NA,10.43
R_1mKTKE4SQY9hAUb,10/25/20 14:13,10/25/20 14:22,1,5f95dc4d-fdee-4da2-88c2-65edb3744982,1,25,1,8,1,1,4,3,21001,21,1,3,NA,NA,3,4,2,4,5,2,4,NA,NA,NA,2,1,1,2,2,4,6,0.98908469,7,NA,NA,NA,NA,NA,9.03
R_2V3ZRl8K7KyZmSv,10/25/20 14:15,10/25/20 14:22,1,5f95dcb2-fb2a-efc7-ca26-16a250c8191b,1,24,2,11,1,1,5,3,36801,1,1,2,NA,1,NA,7,3,5,5,7,1,2,NA,NA,1,2,8,2,2,3,3,0.489454219,1,2,NA,NA,NA,NA,6.88
R_2dN5CEHe8asexJN,10/25/20 14:12,10/25/20 14:22,1,5f95dc35-d7d6-85dc-e5d7-a4367fb40a3a,1,34,1,9,1,8,2,2,43611,36,1,1,2,NA,NA,2,1,2,5,1,1,1,NA,NA,10,2,4,2,2,3,1,2.902793815,10,NA,NA,NA,NA,NA,9.47
R_0JmzLzJlQ31LTZn,10/25/20 14:14,10/25/20 14:22,1,5f95dc67-bea8-f3d7-d650-9dcc43f8af31,1,30,1,23,1,1,6,3,76001,45,1,2,NA,1,NA,7,4,5,1,2,1,2,NA,NA,2,1,1,1,3,3,1,0.661965876,4,1,agree comptely,NA,NA,NA,7.75
R_3rVdutfPs97v7i0,10/25/20 14:14,10/25/20 14:22,1,5f95dc66-8540-51cb-ea1a-d1b1f5c5998d,1,66,1,9,2,1,5,3,28214,34,1,3,NA,NA,2,5,3,3,1,2,3,NA,2,NA,1,2,5,1,3,2,6,0.534390023,2,2,NA,NA,NA,NA,8.37
R_3D1GlcNKWmCHTdi,10/25/20 14:17,10/25/20 14:23,1,5f95dd3a-3307-d101-a59b-1fa34b1fae5e,1,63,1,3,1,1,5,3,42420,18,1,1,1,NA,NA,1,3,2,5,1,3,NA,1,NA,10,2,5,1,1,5,1,0.708031642,15,NA,NA,NA,NA,NA,5.85
R_3Pb0fQBRDUuZ87s,10/25/20 14:12,10/25/20 14:24,1,5f95dbfa-1f76-0034-7805-08d8df154d53,1,45,2,19,7,1,6,4,96814,12,1,1,2,NA,NA,2,4,2,5,1,3,NA,1,NA,1,1,1,2,1,2,1,0.704160429,10,NA,NA,NA,NA,NA,12.12
R_BFz83iCd352TmNP,10/25/20 14:12,10/25/20 14:24,1,5f95dc07-438c-d31d-5114-c249b39c3964,1,37,1,20,1,1,6,3,35235,1,1,2,NA,1,NA,7,4,3,1,2,1,2,NA,NA,11,2,1,2,1,2,6,0.661965876,3,2,NA,NA,NA,NA,11.65
R_2bJEfzg8RZcpFmz,10/25/20 14:13,10/25/20 14:24,1,5f95dc5f-519f-d4cc-2fb5-0882ce8cda2c,1,54,2,18,10,1,3,1,19446,39,1,1,1,NA,NA,1,2,2,1,1,1,1,NA,NA,1,1,1,2,2,3,1,1.03587262,8,NA,NA,NA,NA,NA,10.92
R_3HnRwg9R3xPImUB,10/25/20 14:17,10/25/20 14:24,1,5f95dd17-8fd8-0d72-7871-02be101bfa60,1,24,1,1,1,1,3,4,95407,5,1,1,1,NA,NA,1,2,1,5,7,1,1,NA,NA,12,2,4,2,1,5,1,0.908449543,14,NA,NA,NA,NA,NA,7.42
R_WrCzym4lSZcSUh3,10/25/20 14:17,10/25/20 14:24,1,5f95dd10-a798-cd62-bef7-a91bee9e9358,1,45,2,-3105,16,15,5,1,7675,31,1,2,NA,2,NA,6,3,4,1,2,1,2,NA,NA,2,2,1,1,2,2,3,0.360802305,13,2,NA,NA,NA,NA,7.45
R_3CtPhVO7mFEJVzr,10/25/20 14:12,10/25/20 14:25,1,5f95dbf5-95de-2ee1-1a84-3c5edb6584f9,1,36,2,19,1,1,6,3,30305,11,1,2,NA,1,NA,7,4,3,1,2,1,2,NA,NA,11,1,1,1,1,3,2,0.523324294,4,1,upcoming election,NA,NA,NA,13.03
R_1ffkJbsbqh6OG6o,10/25/20 14:14,10/25/20 14:25,1,5f95dc17-ec90-7372-2f2f-e3fa4706755f,1,42,1,1,2,1,5,3,23063,48,2,3,NA,NA,2,5,3,3,1,7,2,8,NA,9,12,2,2,2,3,2,1,0.640470311,11,NA,NA,NA,NA,NA,10.52
R_2VEk9H3xLsjMDr4,10/25/20 14:17,10/25/20 14:25,1,5f95dd68-9206-1f90-4c5c-99356e1d35c6,1,70,1,21,1,1,3,4,95361,5,1,2,NA,1,NA,7,2,5,1,2,1,2,NA,NA,2,2,5,1,2,2,3,1.454727103,8,2,NA,NA,NA,NA,8.02
R_1Oy6B8xQxY8H6Dw,10/25/20 14:18,10/25/20 14:26,1,5f95dd69-55bd-705c-27aa-baf7cefebb33,1,47,1,4,1,1,2,1,16335,39,1,1,1,NA,NA,1,1,1,1,2,1,1,NA,NA,2,2,1,1,2,5,1,0.960939819,3,NA,NA,NA,NA,NA,7.67
R_262BSgVetH5m3Bg,10/25/20 14:14,10/25/20 14:26,1,5f95dc54-3645-3a14-10c8-de86c2f2e4bb,1,45,1,19,1,1,6,3,30002,11,1,1,1,NA,NA,1,4,5,1,1,1,1,NA,NA,7,1,1,1,1,3,2,0.920561388,4,NA,NA,NA,NA,NA,11.83
R_28zxgRU0trWriZm,10/25/20 14:12,10/25/20 14:26,1,5f95dc35-4966-0ba7-b925-73677676601a,1,37,1,17,1,1,5,3,37857,44,1,1,1,NA,NA,1,3,1,1,1,1,1,NA,NA,11,1,1,1,1,2,3,0.714810156,15,NA,NA,NA,NA,NA,13.73
R_1IoSxIB45QF8a1R,10/25/20 14:15,10/25/20 14:27,1,5f95dcd7-4148-915f-b1e3-6f0564c5fffd,1,70,2,2,1,1,3,1,2135,22,1,1,1,NA,NA,1,2,3,5,1,1,1,NA,NA,2,2,5,1,1,3,2,0.798787924,6,NA,NA,NA,NA,NA,11.85
R_p6pxlDRIlGE2enT,10/25/20 14:22,10/25/20 14:28,1,5f95de55-fe2c-6266-0e6d-3e3f28f46752,1,20,2,4,1,2,2,3,78664,45,1,1,1,NA,NA,1,1,3,5,NA,1,1,NA,NA,12,2,2,2,2,4,3,2.230765335,11,NA,NA,NA,NA,NA,5.98
R_3ndRAGWzt6Su946,10/25/20 14:17,10/25/20 14:28,1,5f95dd20-2501-a686-521d-e47da86d935e,1,40,2,1,1,1,2,4,93308,5,2,3,NA,NA,1,3,1,4,5,7,4,NA,NA,NA,9,2,4,3,2,5,6,1.004055681,3,NA,NA,NA,NA,NA,11.28
R_1Gyl9e5cgPTkJ6z,10/25/20 11:08,10/25/20 14:28,1,5f95b0dd-a03c-4aee-ed7f-dbfec40a1f45,1,29,1,14,15,2,6,3,33187,10,1,1,1,NA,NA,1,4,1,5,1,1,1,NA,NA,2,1,1,1,1,1,1,1.208272255,9,NA,NA,NA,NA,NA,200.3
R_27v3kabbvd1IwfV,10/25/20 14:14,10/25/20 14:29,1,5f95dca4-0155-1341-e839-d87a26cd5f32,1,58,2,16,2,1,3,1,11226,33,1,1,1,NA,NA,1,2,2,3,1,1,1,NA,NA,2,2,1,1,1,3,1,1.155087732,1,NA,NA,NA,NA,NA,14.12
R_1K8DTdZSROBFHTw,10/25/20 14:21,10/25/20 14:29,1,5f95de59-056f-e56d-ea32-cdbe67389bf1,1,20,2,-3105,1,1,3,4,80013,6,1,1,1,NA,NA,1,2,3,5,NA,1,1,NA,NA,2,1,2,2,1,2,1,0.860299046,9,NA,NA,NA,NA,NA,7.77
R_yxNlTqp594o9HKF,10/25/20 14:20,10/25/20 14:29,1,5f95ddd6-4982-b026-9a17-d091c20fbb71,1,63,1,14,1,1,3,4,98247,49,1,1,1,NA,NA,1,2,2,1,1,1,1,NA,NA,12,2,5,1,3,2,2,1.038907055,12,NA,NA,NA,NA,NA,9.05
R_1o5ftHuI1e5j6ov,10/25/20 14:17,10/25/20 14:30,1,5f95dd35-ef6c-c94f-4cf9-43d541a83814,1,55,1,7,1,1,6,3,76063,45,1,1,1,NA,NA,1,4,5,1,1,3,NA,1,NA,2,2,7,3,2,4,3,1.060954864,2,NA,NA,NA,NA,NA,12.55
R_31LyoTaRKyO6Ils,10/25/20 14:11,10/25/20 14:30,1,5f95dbd4-256c-56ec-ac9d-b572e19e87ba,1,27,1,15,2,1,5,3,27703,34,1,1,1,NA,NA,1,3,2,6,1,3,NA,1,NA,1,2,1,2,2,3,2,0.679881367,4,NA,NA,NA,NA,NA,18.57
R_1hNmOCXNRzYlDP3,10/25/20 14:21,10/25/20 14:30,1,5f95de0d-6171-4fc3-2a8b-c9e64a5dae7e,1,22,2,6,1,1,5,4,97056,38,1,1,1,NA,NA,1,3,1,5,1,1,1,NA,NA,9,2,1,2,2,5,1,0.594957137,13,NA,NA,NA,NA,NA,9.78
R_3Mg7ugXtpEsy66q,10/25/20 14:13,10/25/20 14:31,1,5f95dc25-0b4b-75de-e2b1-edcfa089d836,1,42,1,22,1,1,6,3,30311,1,1,2,NA,1,NA,7,4,2,1,2,1,2,NA,NA,5,1,1,1,1,2,3,0.741167917,5,2,NA,NA,NA,NA,17.97
R_2abIL45w9XMMXN5,10/25/20 14:10,10/25/20 14:31,1,5f95db8e-42bd-adfe-7166-53bdda547b0c,1,53,2,16,1,1,4,4,84088,46,1,2,NA,1,NA,7,2,5,1,2,1,2,NA,NA,3,2,7,4,2,3,3,1.031935118,15,2,NA,NA,NA,NA,21.15
R_3PrqreJUJxJajex,10/25/20 14:28,10/25/20 14:32,1,5f95dfaa-8cc4-d425-cdb8-e991fb06c1ec,1,38,2,19,2,1,5,4,90003,5,1,1,1,NA,NA,1,3,2,6,2,1,1,NA,NA,12,2,1,1,2,2,2,0.442578942,11,NA,NA,NA,NA,NA,4.25
R_3pa26SvSZX0ztxm,10/25/20 14:16,10/25/20 14:34,1,5f95dcfb-d0f7-af2f-b800-be07f553ccb0,1,35,2,-3105,8,1,4,3,21157,21,1,1,2,NA,NA,2,2,6,5,7,2,1,NA,NA,12,2,6,3,2,3,3,0.813394863,9,NA,NA,NA,NA,NA,17.32
R_1MSugtfQn9ncPL6,10/25/20 14:11,10/25/20 14:34,1,5f95dbac-2c92-5a39-f32a-2f44b743fb57,1,62,1,10,2,1,4,2,44707,36,1,1,2,NA,NA,2,2,3,3,2,1,1,NA,NA,12,2,5,2,1,3,2,0.95498986,1,NA,NA,NA,NA,NA,22.7
R_3iHVbmZg7lUxFDu,10/25/20 14:24,10/25/20 14:35,1,5f95dec5-0ce9-7cf4-8de2-f4e3b484512b,1,20,2,-3105,2,1,2,1,10470,33,1,3,NA,NA,1,3,1,3,5,NA,1,1,NA,NA,1,1,4,2,3,3,4,1.329716869,3,NA,NA,NA,NA,NA,10.42
R_33vvz8fOJG6PxQh,10/25/20 14:29,10/25/20 14:40,1,5f95dfd2-7a47-a9f0-1a22-5fecb5e33e8d,1,23,2,2,2,1,3,1,6010,7,1,1,2,NA,NA,2,2,3,5,1,1,1,NA,NA,12,2,2,2,1,3,1,0.90821865,11,NA,NA,NA,NA,NA,11.25
R_1hSHwZnpsqH0AXq,10/25/20 14:20,10/25/20 14:41,1,5f95ddb2-b3f8-9ef7-0351-4e716fc29c03,1,49,2,2,2,1,3,1,19133,39,1,1,1,NA,NA,1,2,2,5,1,3,NA,1,NA,11,2,2,1,1,4,1,1.002237892,10,NA,NA,NA,NA,NA,20.62
R_yEbTRsfBBD2tZGV,10/25/20 14:28,10/25/20 14:41,1,5f95df82-f16f-5bc5-e07c-605fe6d3daee,1,65,1,2,1,14,3,1,13057,33,1,3,NA,NA,2,5,2,4,5,3,1,8,NA,8,2,2,1,1,2,4,2,1.595902078,8,NA,NA,NA,NA,NA,13.92
R_z2L10XLlotcKbFD,10/25/20 14:38,10/25/20 14:42,1,5f95e1fe-934b-3916-db9c-766231abd0c6,1,34,1,17,1,2,6,4,92344,5,1,1,1,NA,NA,1,4,2,1,1,1,1,NA,NA,3,1,1,2,2,3,2,1.046671816,2,NA,NA,NA,NA,NA,4.23
R_1HnRxRl0q69EIRJ,10/25/20 14:36,10/25/20 14:43,1,5f95e18b-667e-104b-4580-81eeff5f8ffe,1,53,1,24,5,1,6,4,92688,5,1,3,NA,NA,2,5,4,4,1,2,1,2,NA,NA,1,1,1,1,2,3,3,0.68997125,1,2,NA,NA,NA,NA,7.62
R_O6I1rtrzswCasH7,10/25/20 14:10,10/25/20 14:46,1,5f95dbba-664b-9aea-0a35-01d700b7e013,1,53,2,10,1,1,2,4,85027,3,1,3,NA,NA,2,5,1,4,1,6,3,NA,2,NA,1,1,7,1,2,4,3,1.381202002,1,2,NA,NA,NA,NA,35.33
R_28zCGf5ax8e8qOl,10/25/20 14:13,10/25/20 14:49,1,5f95dc3a-0291-1340-19f6-3656bd5316bc,1,30,2,4,2,1,1,3,35207,1,2,3,NA,NA,3,4,1,3,5,7,4,NA,NA,NA,12,1,1,4,1,4,1,1.555583556,2,NA,NA,NA,NA,NA,35.5
R_1OlVbal7jOUd7sG,10/25/20 14:32,10/25/20 14:50,1,5f95e0a1-bbe1-ae8d-1790-2d5a6cd5f2df,1,19,2,2,1,1,5,4,85326,3,1,1,2,NA,NA,2,3,2,5,NA,1,1,NA,NA,12,2,2,3,3,2,1,0.507891728,14,NA,NA,NA,NA,NA,17.7
R_eh2Qx6ZICUGQ1wJ,10/25/20 14:50,10/25/20 14:54,1,5f95e507-d829-3497-69d1-55345d92e977,1,38,2,9,5,14,2,4,91801,5,1,2,NA,1,NA,7,1,1,1,2,1,2,NA,NA,12,2,1,1,1,2,2,2.151744687,9,1,None,NA,NA,NA,4.15
R_xsh41Sp0cjvTKwx,10/25/20 14:47,10/25/20 14:56,1,5f95e445-6be7-0ab3-6a3f-2e9863821f8b,1,61,1,-3105,5,1,4,4,90505,5,1,1,2,NA,NA,2,2,3,1,1,1,1,NA,NA,2,2,1,1,2,2,4,1.034161461,9,NA,NA,NA,NA,NA,9.55
R_1K8EajAcE7Knxbk,10/25/20 14:47,10/25/20 14:58,1,5f95e415-7e11-4624-b731-43c52ad4fe06,1,41,2,12,15,2,2,4,84015,46,1,1,1,NA,NA,1,1,1,1,1,3,NA,1,NA,10,2,2,1,1,3,1,2.992319012,9,NA,NA,NA,NA,NA,11.37
R_TbygXDYXCC0HvJD,10/25/20 14:46,10/25/20 14:59,1,5f95e432-9f58-ec9b-f7ea-f8c2b39734f6,1,62,1,2,4,1,1,1,11432,33,1,1,2,NA,NA,2,1,2,1,1,1,1,NA,NA,6,2,5,3,1,3,1,1.704434349,3,NA,NA,NA,NA,NA,12.3
R_doOHsb12EwRYDqp,10/25/20 14:48,10/25/20 14:59,1,5f95e48b-92da-fd17-60cf-89f321cad487,1,63,1,15,7,1,2,4,96816,12,1,3,NA,NA,3,4,1,3,1,2,3,NA,1,NA,12,1,5,2,2,4,1,1.428024002,13,NA,NA,NA,NA,NA,10.87
R_sNYMxCnN1SXGc3D,10/25/20 14:53,10/25/20 15:01,1,5f95e5bb-be9f-8c16-1dc7-67ddef3f2f9f,1,67,2,6,1,1,5,3,19711,8,1,2,NA,1,NA,7,3,4,1,2,1,2,NA,NA,1,2,5,1,2,3,6,0.450662911,1,2,NA,NA,NA,NA,7.43
R_2EmB1ggE9dBf6nd,10/25/20 14:54,10/25/20 15:01,1,5f95e5e7-da4c-08b6-4062-deb051348f36,1,23,1,13,7,1,5,4,98277,49,1,1,2,NA,NA,2,3,3,5,1,3,NA,1,NA,7,2,1,1,2,4,1,0.528165767,6,NA,NA,NA,NA,NA,6.95
R_3p9mV6uDSjJJZlt,10/25/20 14:54,10/25/20 15:02,1,5f95e5a8-7fda-06aa-f2d5-4c1940138813,1,57,1,1,1,1,5,3,24540,48,1,2,NA,1,NA,7,3,4,5,2,1,2,NA,NA,1,2,4,1,2,4,6,0.742642387,3,2,NA,NA,NA,NA,8.1
R_qUGbFTLaqDfQuFr,10/25/20 14:16,10/25/20 15:02,1,5f95dcf5-90f7-624e-42db-2f1ebcd0e3b0,1,33,1,19,1,1,6,1,10013,33,1,1,1,NA,NA,1,4,2,1,1,1,1,NA,NA,1,1,1,2,2,3,2,0.684425371,5,NA,NA,NA,NA,NA,45.5
R_3Myz26zE0L67ag8,10/25/20 14:59,10/25/20 15:04,1,5f95e720-271f-8060-d36a-80b0e535e4d8,1,23,1,14,1,1,5,1,2356,22,1,2,NA,1,NA,7,3,5,5,2,3,NA,2,NA,5,2,1,1,2,3,1,0.486081992,1,1,Tree,NA,NA,NA,4.75
R_3PX2Uqh1nqM6nCG,10/25/20 15:00,10/25/20 15:04,1,5f95e734-8cdf-e227-9e22-9ccdd82e8eeb,1,25,2,11,1,1,6,3,28405,34,1,2,NA,2,NA,6,4,4,6,2,1,2,NA,NA,2,2,1,2,1,4,3,0.530971857,10,2,NA,NA,NA,NA,4.33
R_x0lpQGO8Nlwe9cR,10/25/20 14:49,10/25/20 15:05,1,5f95e4a8-adb5-ce36-e738-fefce1742ec7,1,50,1,4,5,1,6,1,19104,39,1,3,NA,NA,1,3,4,3,5,7,2,1,NA,NA,12,2,2,1,1,4,3,0.703009553,15,NA,NA,NA,NA,NA,15.07
R_2VEh7J3P30NEdY8,10/25/20 14:56,10/25/20 15:05,1,5f95e659-5e05-6af8-8f22-57f4a3068796,1,21,1,3,9,15,3,1,7307,31,1,3,NA,NA,3,4,2,3,5,NA,1,1,NA,NA,9,2,8,2,1,3,3,0.869002632,6,NA,NA,NA,NA,NA,8.92
R_2fa1gd1YdLNZFle,10/25/20 14:59,10/25/20 15:06,1,5f95e72f-02ce-0e39-fbfb-21b4c38c04b6,1,51,2,4,1,1,2,2,61036,14,1,3,NA,NA,3,4,1,4,5,7,2,8,NA,8,11,2,2,3,3,4,5,1.360842799,15,NA,NA,NA,NA,NA,6.97
R_w6jU7LEvVn0RbkR,10/25/20 14:54,10/25/20 15:07,1,5f95e604-da99-c7f3-8ce6-1ec2519da8ae,1,65,2,2,1,1,2,3,27295,34,2,3,NA,NA,3,4,1,6,3,7,1,2,NA,NA,11,1,5,1,3,4,2,0.856011654,7,2,NA,NA,NA,NA,12.7
R_ZLd4r4BqXnbXOJb,10/25/20 14:59,10/25/20 15:08,1,5f95e6fe-58ed-e4f3-16d1-879608058d2c,1,62,1,8,1,1,2,1,6416,7,1,2,NA,2,NA,6,1,3,1,2,3,NA,1,NA,1,2,5,2,3,4,1,0.850113931,15,NA,NA,NA,NA,NA,9.22
R_02pXzyTvPNmK99f,10/25/20 14:58,10/25/20 15:09,1,5f95e6b5-2d8b-a809-22aa-9c9879764f1d,1,53,1,14,1,1,5,4,96817,12,2,2,NA,2,NA,6,3,4,2,7,4,NA,NA,NA,2,2,1,1,1,3,6,0.682098453,12,NA,NA,NA,NA,NA,10.73
R_VLjuFqcntG3IpA5,10/25/20 14:55,10/25/20 15:09,1,5f95e622-844c-c673-2e48-56b201efbd1b,1,50,1,23,1,1,6,1,13338,33,1,2,NA,1,NA,7,4,4,1,2,1,2,NA,NA,11,1,1,1,2,3,1,0.711074524,3,2,NA,NA,NA,NA,14.03
R_3oZ5Yad5dc1F9Dd,10/25/20 15:00,10/25/20 15:10,1,5f95e777-5138-b4a0-63ef-92efaa9cdf30,1,59,1,4,1,1,3,1,1040,22,1,3,NA,NA,3,4,2,4,1,7,1,2,NA,NA,1,1,6,1,2,5,3,1.110283776,3,2,NA,NA,NA,NA,9.23
R_1FzvgBfe0mwKlP3,10/25/20 15:00,10/25/20 15:10,1,5f95e76d-76f9-de44-8b00-5bf63d6500cc,1,19,1,24,1,1,3,1,11557,33,1,4,NA,NA,1,3,2,1,5,NA,1,1,NA,NA,10,2,8,1,2,1,1,0.87299034,13,NA,NA,NA,NA,NA,9.27
